val,AGENCY,TIME,COMMENTS,YEAR,ACTIVE,UNIT_ID,FIRE_NAME,FIRE_NUM,DATE,FIRE,INCIWEB_ID,LOAD_DATE,AREA,PERIMETER,lon,lat
28077.48000000,State Agency,1100,,2012,N,WA-SES,Taylor Bridge,G53E,2012/08/14,,3152,2012/08/17,0.013471,0.594645,-120.697161,47.123961
22656.42000000,State Agency,1300,,2012,N,WA-SES,Taylor Bridge,G53E,2012/08/15,,3152,2012/08/17,0.010872,0.890773,-120.702385,47.134165
13406.40000000,BLM,0000,,2012,N,NV-EKD,Bull Run Complex,G5LM,2012/08/14,Browns Gulch,3134,2012/08/17,0.005844,0.518552,-115.927737,41.849951
462202.91000000,BLM,1400,,2012,N,NV-WID,Holloway,G4ZC,2012/08/16,,3113,2012/08/17,0.203408,4.108295,-118.252750,42.013539
343.51000000,USFS,2300,IR heat perimeter,2012,N,ID-NPF,Goat,G42D,2012/08/18,Nick Wynn Mountain,3135,2012/08/19,0.000161,0.063692,-114.744009,45.785876
987.51000000,USFS,2300,IR heat perimeter,2012,N,ID-NPF,Goat,G42D,2012/08/18,Pettibone,3135,2012/08/19,0.000465,0.184073,-114.732819,46.060800
339.31000000,BIA,1100,WFDSS; GPS air,2012,N,MT-FHA,White Horse,G7A4,2012/09/18,,,2012/09/20,0.000163,0.079255,-113.845599,47.154487
7.05000000,NPS,1100,WFDSS; GPS ground,2012,N,AR-BUP,Schnauzer Lane,G4QS,2012/11/06,,,2012/11/08,0.000003,0.006715,-92.484319,36.063206
799.91000000,USFS,0000,WFDSS; GPS ground/air,2012,N,CO-SJF,Goblin,G9HJ,2012/10/21,,,2012/11/08,0.000330,0.085997,-107.735555,37.620207
127.67000000,USFS,1500,WFDSS; GPS air,2012,N,CO-SJF,Coal Creek,HAD7,2012/11/07,,,2012/11/08,0.000053,0.037035,-106.881969,37.331038
2553.07000000,USFS,2248,FIMT,2012,N,CA-KNF,Fort Complex,G5F7,2012/08/15,Goff,3117,2012/08/16,0.001122,0.151060,-123.253238,41.886765
402.32000000,USFS,2248,FIMT,2012,N,CA-KNF,Fort Complex,G5F7,2012/08/15,Lick,3117,2012/08/16,0.000177,0.061646,-123.169587,41.980245
0.56000000,USFS,2248,FIMT,2012,N,CA-KNF,Fort Complex,G5F7,2012/08/15,Fruit,3117,2012/08/16,0.000000,0.001949,-123.247737,41.961021
48636.10000000,USFS,2225,IR heat perimeter,2012,N,ID-NPF,Sheep,G7VJ,2012/10/10,,3240,2012/10/11,0.022703,1.342644,-116.196396,45.572392
1131.55000000,NPS,1937,IR heat perimeter,2012,N,CO-RMP,Fern Lake,G9LJ,2012/11/08,,3294,2012/11/09,0.000486,0.209739,-105.666711,40.360664
1360.32000000,USFS,2020,IR heat perimeter,2012,N,CO-SJF,Vallecito,G9US,2012/11/08,,3077,2012/11/09,0.000560,0.280639,-107.590944,37.421038
828.83000000,USFS,2248,FIMT,2012,N,CA-KNF,Fort Complex,G5F7,2012/08/15,Hello,3117,2012/08/16,0.000365,0.092422,-123.230160,41.961511
462163.14000000,BLM,2300,,2012,N,NV-WID,Holloway,G4ZC,2012/08/16,,3113,2012/08/17,0.203391,4.108177,-118.252762,42.013515
1151.48000000,USFS,2222,FIMT,2012,N,CA-STF,Ramsey,G5WX,2012/08/15,,3147,2012/08/16,0.000480,0.113100,-120.155514,38.396013
440.10000000,BIA,0000,WFDSS; GPS ground; no entry in FireCode,2012,N,AZ-NAA,East Sandsprings,000188,2012/10/11,,,2012/10/11,0.000178,0.066882,-108.821026,36.049399
1039.26000000,BLM,1800,WFDSS; GPS ground,2012,N,AZ-ASD,Mt Trumbull Complex,G3N0,2012/10/08,,,2012/10/11,0.000423,0.192641,-113.136974,36.407792
0.00000000,USFS,1445,WFDSS; GPS ground; no entry in FireCode,2012,N,NM-CIF,Rooster,000451,2012/10/05,,,2012/10/11,0.000000,0.000107,-106.444369,34.639281
1063.78000000,USFS,0031,IR heat perimeter; no entry in FireCode,2012,N,ID-NPF,Ballinger,000368,2012/08/16,,,2012/08/17,0.000501,0.249238,-115.087892,46.151247
0.73000000,NPS,1800,WFDSS; GPS ground,2012,N,WA-OLP,Four Stream,G9HV,2012/10/06,,,2012/10/11,0.000000,0.002356,-123.365037,47.531240
77.47000000,BLM,0000,GPS driven,2012,N,ID-TFD,Berger,G5ME,2012/08/09,,,2012/08/17,0.000034,0.035818,-114.639204,42.412354
83857.25000000,USFS,2120,IR heat perimeter,2012,N,ID-SCF,Halstead,G34R,2012/08/16,,3062,2012/08/17,0.038353,2.564264,-114.980232,44.417292
1887.23000000,BLM,0000,GPS driven,2012,N,ID-TFD,Highway 30,G5DV,2012/08/08,,,2012/08/17,0.000843,0.161519,-115.071383,42.951915
20.50000000,BLM,0000,GPS driven,2012,N,ID-TFD,Kelsaw Canyon,G5QN,2012/08/10,,,2012/08/17,0.000009,0.013292,-113.217992,42.087183
73322.72000000,USFS,0458,,2012,N,ID-SCF,Mustang,G4A0,2012/08/17,,3100,2012/08/17,0.034093,2.340873,-114.543806,45.395744
18.47000000,BLM,0000,,2012,N,UT-SLD,Payson Dump,G57W,2012/08/16,,,2012/08/17,0.000008,0.016141,-111.822864,40.035144
5450.34000000,USFS,0702,FIMT,2012,N,ID-STF,Minidoka Complex,G5DR,2012/08/16,Deer Hollow,3111,2012/08/16,0.002396,0.382020,-113.140876,42.084305
84077.01000000,USFS,0914,FIMT,2012,N,ID-SCF,Halstead,G34R,2012/08/17,,3062,2012/08/17,0.038453,2.644382,-114.980868,44.417009
79791.52000000,USFS,2221,IR heat perimeter,2012,N,ID-SCF,Mustang,G4A0,2012/08/16,,3100,2012/08/17,0.037100,2.545434,-114.543723,45.394565
1841.97000000,USFS,2255,IR heat perimeter; no entry in FireCode,2012,N,MT-BRF,Salamander Cabin Springs,005499,2012/08/16,,3083,2012/08/17,0.000860,0.765081,-114.965883,45.594535
210.65000000,USFS,0702,FIMT,2012,N,ID-STF,Minidoka Complex,G5DR,2012/08/16,Eight Mile,3111,2012/08/16,0.000093,0.047309,-113.150141,42.157914
73322.72000000,USFS,0055,IR heat perimeter,2012,N,ID-SCF,Mustang,G4A0,2012/08/16,,3100,2012/08/16,0.034093,2.340873,-114.543806,45.395744
152.75000000,USFS,1530,No entry in FireCode,2012,N,OR-WIF,Buckhead,120001,2012/08/23,Evangeline,3126,2012/08/24,0.000069,0.039945,-122.394890,43.882664
912.22000000,BLM,1600,WFDSS; GPS ground,2012,N,AZ-ASD,Mt Trumbull Complex,G3N0,2012/11/08,,,2012/11/13,0.000371,0.210115,-113.130396,36.410541
24904.88000000,State Agency,2145,,2012,N,MN-MNS,Wannaska Complex,G85U,2012/10/10,North Minnie,,2012/10/11,0.012246,1.086332,-95.128942,48.411720
343.42000000,NPS,0000,WFDSS,2012,N,CO-RMP,Fern Lake,G9LJ,2012/10/09,,3294,2012/10/11,0.000147,0.049732,-105.660032,40.356933
16840.58000000,BIA,2124,IR heat perimeter,2012,N,WA-COA,St Marys Mission Road,G9BF,2012/10/10,,3290,2012/10/11,0.008263,0.920158,-119.403712,48.312626
6.81000000,NPS,1000,WFDSS; GPS ground,2012,N,AR-BUP,Russell Point,G3J7,2012/11/06,,,2012/11/13,0.000003,0.008533,-93.436514,35.982741
16853.18000000,BIA,0927,,2012,N,WA-COA,St Marys Mission Road,G9BF,2012/10/10,,3290,2012/10/10,0.008263,0.920158,-119.403712,48.312626
45.78000000,Local Agency,0900,WFDSS; GPS ground,2012,N,CO-RTX,46,HAD5,2012/11/15,,,2012/11/15,0.000020,0.039107,-106.996506,40.552736
299.88000000,BLM,0000,GPS; no entry in FireCode; no date on perimeter,2012,N,OR-BUD,006,020006,2012/12/31,,,2012/11/15,0.000135,0.069372,-118.512742,43.251510
693.96000000,BLM,1200,GPS,2012,N,OR-BAD,Hunsaker,G8DN,2012/09/15,,,2012/11/15,0.000321,0.081071,-116.861704,45.001513
602.05000000,State Agency,0000,WFDSS,2012,N,WA-SES,Navarre,G0ZG,2012/07/06,,,2012/11/15,0.000293,0.064994,-120.212438,47.807789
777.52000000,USFS,1131,WFDSS,2012,N,VA-VAF,Spade,HAR0,2012/11/11,,,2012/11/15,0.000320,0.088511,-80.430264,37.433392
521.51000000,State Agency,1905,FIMT; named 'Coon Creek' in FireCode,2012,N,CA-SLU,Creek,HAS6,2012/11/13,,,2012/11/15,0.000209,0.095614,-120.876710,35.248681
5265.14000000,USFS,0000,,2012,N,MT-FNF,Condon Mountain,G5CH,2012/10/03,,3070,2012/10/04,0.002547,0.307583,-113.657160,47.576142
87.91000000,BIA,1100,WFDSS; GPS air,2012,N,MT-FHS,Mollman,G73F,2012/09/18,,,2012/09/20,0.000042,0.036871,-113.967198,47.497327
7095.96000000,BIA,1200,WFDSS; GPS ground,2012,N,AZ-SCA,Shorten,G81L,2012/11/09,,,2012/11/16,0.002781,0.324205,-109.802629,33.343007
22.58000000,State Agency,0000,GPS walked,2012,N,ID-IPS,Malad,HAP8,2012/11/09,,,2012/11/16,0.000010,0.024189,-114.845882,42.870457
163.50000000,Local Agency,0000,GPS walked,2012,N,ID-1ON,State Line,HAF8,2012/11/05,,,2012/11/16,0.000072,0.057128,-112.264741,42.014993
7.49000000,USFS,1030,WFDSS,2012,N,CA-ANF,Reservoir,HAU0,2012/11/14,,,2012/11/16,0.000003,0.009955,-117.884336,34.177064
1360.50000000,State Agency,1130,,2012,N,MT-EAS,Rosebud Complex,G4GD,2012/08/03,Beaver,3078,2012/08/06,0.000640,0.144090,-106.255883,46.038667
12633.84000000,State Agency,0000,,2012,N,MT-EAS,Rosebud Complex,G4GD,2012/08/07,Sweeney,3078,2012/08/09,0.005961,0.416964,-106.203121,46.158664
2681.30000000,State Agency,2258,FIMT,2012,N,CA-RRU,Buck,G57A,2012/08/15,,,2012/08/16,0.001054,0.158438,-116.851375,33.580455
11080.55000000,BIA,0200,IR heat perimeter,2012,N,WA-COA,Buffalo Lake Road,G58R,2012/08/18,,3169,2012/08/18,0.005404,0.594959,-118.909230,47.980255
8463.64000000,BIA,0033,IR heat perimeter,2012,N,OR-WSA,Waterfalls 2,G49K,2012/08/23,,3165,2012/08/24,0.003894,0.884051,-121.724638,44.744170
1141.77000000,Local Agency,0000,GPS air,2012,N,ID-2PN,Flint Canyon,G7V2,2012/09/06,,,2012/11/16,0.000506,0.134106,-112.908475,42.451506
19406.08000000,State Agency,2218,IR heat perimeter,2012,N,MT-EAS,Rosebud Complex,G4GD,2012/08/11,Sand Creek,3078,2012/08/13,0.009096,0.627937,-106.310987,45.847621
4024.58000000,State Agency,1300,FOBS,2012,N,MT-EAS,Rosebud Complex,G4GD,2012/08/10,Juniper,3078,2012/08/11,0.001897,0.257291,-106.422260,46.148963
23.16000000,State Agency,1600,,2012,N,MT-EAS,Rosebud Complex,G4GD,2012/08/03,Mitchell,3078,2012/08/06,0.000011,0.024253,-106.404985,46.059798
196.51000000,State Agency,1600,,2012,N,MT-EAS,Rosebud Complex,G4GD,2012/08/03,East,3078,2012/08/06,0.000093,0.058241,-106.424566,46.089116
137421.38000000,State Agency,2158,IR heat perimeter,2012,N,MT-EAS,Rosebud Complex,G4GD,2012/08/11,Chalky,3078,2012/08/12,0.064349,1.981431,-106.788199,45.748702
145.94000000,USFS,2311,IR heat perimeter,2012,N,OR-UPF,Butte,G59P,2012/08/16,,3161,2012/08/17,0.000066,0.055270,-122.012436,43.354306
42115.94000000,USFS,0110,FIMT,2012,N,CA-PNF,Chips,G32E,2012/08/16,,3052,2012/08/16,0.017999,1.393483,-121.253238,40.074606
877.32000000,USFS,2243,FIMT,2012,N,CA-KNF,Fort Complex,G5F7,2012/08/16,Hello,3117,2012/08/17,0.000386,0.094745,-123.230097,41.961811
2.92000000,USFS,2243,FIMT,2012,N,CA-KNF,Fort Complex,G5F7,2012/08/16,Fruit,3117,2012/08/17,0.000001,0.005348,-123.249552,41.962982
402.32000000,USFS,2243,FIMT,2012,N,CA-KNF,Fort Complex,G5F7,2012/08/16,Lick,3117,2012/08/17,0.000177,0.061646,-123.169587,41.980245
2638.06000000,USFS,1237,FIMT,2012,N,AZ-TNF,257,GW9Y,2012/06/12,,2908,2012/06/13,0.001034,0.187690,-111.066779,33.248436
452.44000000,NPS,0000,WFDSS; GPS ground,2012,N,ID-CMP,Lava Tube,G64L,2012/08/29,,,2012/08/29,0.000203,0.057342,-113.357521,43.324670
2838.82000000,USFS,2354,IR heat perimeter,2012,N,AZ-TNF,257,GW9Y,2012/06/12,,2908,2012/06/13,0.001112,0.215709,-111.065953,33.249405
229.48000000,State Agency,1435,FIMT,2012,N,WA-SPS,Powerline 2,G9FX,2012/10/08,,3291,2012/10/09,0.000110,0.067744,-123.066655,47.256559
1358.35000000,BLM,0000,,2012,N,MT-LED,15 Mile,G3N5,2012/07/25,,,2012/11/16,0.000653,0.138291,-108.196693,47.269112
547.45000000,NPS,1700,GPS helicopter,2012,N,VA-SHP,Neighbor Mountain,GZF5,2012/06/28,,2967,2012/07/06,0.000229,0.063960,-78.366725,38.699150
36234.70000000,USFS,1036,FIMT,2012,N,NM-LNF,Little Bear,GW6A,2012/06/12,,2903,2012/06/13,0.014228,1.146852,-105.734199,33.443062
5391.92000000,USFS,2138,IR heat perimeter,2012,N,ID-SCF,Merino,G6GW,2012/08/29,,,2012/08/30,0.002477,0.513555,-114.857803,44.675207
202240.24000000,USFS,2156,IR heat perimeter,2012,N,ID-SCF,Mustang Complex,G4A0,2012/08/29,,3100,2012/08/30,0.094087,4.776797,-114.482321,45.429521
12575.02000000,USFS,2241,IR heat perimeter,2012,N,WY-BTF,North Buffalo,G6XA,2012/08/29,,3209,2012/08/30,0.005709,1.418223,-110.145531,43.950515
5503.74000000,USFS,2358,IR heat perimeter,2012,N,OR-MAF,Parish Cabin,G66T,2012/08/29,,3216,2012/08/30,0.002508,0.416097,-118.747114,44.201211
141826.63000000,USFS,2008,IR heat perimeter,2012,N,ID-BOF,Trinity Ridge,G4QD,2012/08/29,,3088,2012/08/30,0.064134,3.096704,-115.387590,43.724068
12256.80000000,BIA,0031,IR heat perimeter,2012,N,OR-WSA,Waterfalls 2,G49K,2012/08/30,,3165,2012/08/30,0.005639,0.669251,-121.713397,44.743839
37147.11000000,USFS,2229,FIMT,2012,N,NM-LNF,Little Bear,GW6A,2012/06/12,,2903,2012/06/13,0.014586,1.141468,-105.734519,33.442106
2045.85000000,USFS,0835,FIMT,2012,N,UT-FIF,Box Creek,GWW9,2012/06/12,,2899,2012/06/13,0.000855,0.289320,-112.021439,38.490962
2073.23000000,USFS,2052,FIMT,2012,N,UT-FIF,Lost Lake,GWX0,2012/06/12,,2891,2012/06/13,0.000864,0.199419,-111.496783,38.244050
879.73000000,BLM,0000,,2012,N,AK-GADC,Kigalik River 2,GYB2,2012/06/28,,,2012/07/02,0.000806,0.167733,-155.168337,69.232359
115.21000000,USFS,0128,IR heat perimeter,2012,N,ID-NPF,Ballinger,000368,2012/08/31,,,2012/08/31,0.000054,0.072284,-115.164213,46.290629
18.59000000,USFS,0128,IR heat perimeter,2012,N,ID-NPF,Ballinger,000368,2012/08/31,Ballinger,,2012/08/31,0.000009,0.016225,-115.158042,46.112778
644.07000000,USFS,0128,IR heat perimeter,2012,N,ID-NPF,Ballinger,000368,2012/08/31,Blacktail,,2012/08/31,0.000304,0.106789,-115.090294,46.195016
899.82000000,USFS,0128,IR heat perimeter,2012,N,ID-NPF,Ballinger,000368,2012/08/30,Three Links,,2012/08/31,0.000425,0.226442,-115.168744,46.196746
127.09000000,USFS,0128,IR heat perimeter,2012,N,ID-NPF,Porcupine Complex,G7TB,2012/08/31,Porcupine,3171,2012/08/31,0.000059,0.032868,-115.078161,45.700045
2029.82000000,USFS,0128,IR heat perimeter,2012,N,ID-NPF,Square Rock,000368,2012/08/31,,,2012/08/31,0.000954,0.315088,-114.989588,45.977699
142.61942649,State Agency,2227,FIMT,2012,N,MT-SWS,Felan Gulch,G6UK,2012/08/30,,3206,2012/08/31,0.000068,0.052078,-113.360585,46.750272
551.39000000,BLM,0000,WFDSS; GPS air,2012,N,NV-EKD,Jay Creek,G63U,2012/08/29,,,2012/08/30,0.000242,0.124118,-114.143965,41.976182
5562.72000000,USFS,2146,IR heat perimeter,2012,N,ID-SCF,Merino,G6GW,2012/08/30,,,2012/08/31,0.002555,0.549024,-114.857881,44.675517
419.34000000,USFS,1500,GPS air,2012,N,ID-CTF,North Canyon,G68C,2012/08/29,,,2012/08/31,0.000186,0.070724,-111.484034,42.384456
3153.78000000,USFS,0734,FIMT,2012,N,AZ-TNF,257,GW9Y,2012/06/12,,2908,2012/06/12,0.001236,0.155736,-111.068590,33.242930
2091.26000000,USFS,2301,IR heat perimeter,2012,N,UT-FIF,Box Creek,GWW9,2012/06/10,,2899,2012/06/11,0.000874,0.273607,-112.021242,38.490987
2073.23000000,USFS,2144,FIMT,2012,N,UT-FIF,Lost Lake,GWX0,2012/06/11,,2891,2012/06/12,0.000864,0.199419,-111.496783,38.244050
280072.58000000,USFS,2309,IR heat perimeter,2012,N,NM-GNF,Whitewater Baldy Complex,GU3S,2012/06/11,,2870,2012/06/12,0.109730,13.223807,-108.594092,33.343611
2858.37000000,USFS,0700,FIMT,2012,N,AZ-TNF,257,GW9Y,2012/06/13,,2908,2012/06/13,0.001120,0.214360,-111.065924,33.249444
2854.97000000,USFS,2243,FIMT,2012,N,CA-KNF,Fort Complex,G5F7,2012/08/16,Goff,3117,2012/08/17,0.001254,0.161914,-123.253999,41.888189
12155.65000000,BLM,2257,FIMT,2012,N,CA-CDD,Jawbone Complex,G5Q3,2012/08/16,,3150,2012/08/17,0.004874,0.724626,-118.227428,35.280023
1019.45000000,State Agency,0011,Named 'Lassen' in FireCode,2012,N,CA-BTU,Mill,G56C,2012/08/17,,3180,2012/08/17,0.000436,0.103544,-121.638306,40.204427
79263.55000000,USFS,2145,,2012,N,OR-FWF,Barry Point,G47N,2012/08/16,,3105,2012/08/17,0.034867,2.191825,-120.687331,42.025234
1147.06000000,USFS,2152,FIMT,2012,N,CA-STF,Ramsey,G5WX,2012/08/16,,3147,2012/08/17,0.000478,0.119539,-120.156863,38.394925
25530.92000000,NPS,0545,FIMT,2012,N,CA-LNP,Reading,G3H7,2012/08/16,,3112,2012/08/16,0.010989,0.827122,-121.413204,40.552683
7622.89000000,BLM,0000,,2012,N,AK-TAD,Little Indian River,BWJ8,2012/06/08,,,2012/06/11,0.006035,0.374500,-154.289908,65.754122
0.14000000,FWS,0000,WFDSS; GPS ground,2012,N,NC-MCR,Indian Creek,GM4K,2012/02/21,,,2012/03/08,0.000000,0.001940,-75.935491,36.512167
290127.48000000,USFS,2232,IR heat perimeter,2012,N,NM-GNF,Whitewater Baldy Complex,GU3S,2012/06/13,,2870,2012/06/14,0.113665,11.457103,-108.597756,33.339701
2681.43000000,BLM,1145,,2012,N,WY-CAD,Guernsey State Park,GW8S,2012/06/13,,2909,2012/06/15,0.001186,0.439212,-104.775142,42.298594
59504.01000000,USFS,2210,IR heat perimeter,2012,N,WY-BTF,Fontenelle,GY7D,2012/07/19,,2934,2012/07/20,0.026401,2.124812,-110.517285,42.520194
2407.88000000,USFS,2037,IR heat perimeter,2012,N,MT-BRF,Beaverjack,005535,2012/10/11,,,2012/10/12,0.001127,0.435835,-114.681579,45.756185
3770.29000000,USFS,2037,IR heat perimeter,2012,N,MT-BRF,Burnt Strip Mountain,005526,2012/10/11,,,2012/10/12,0.001767,0.661139,-114.609363,45.843631
444.86000000,BIA,0000,WFDSS; GPS air,2012,N,AZ-PPA,Babo,GNN9,2012/03/08,,,2012/03/09,0.000171,0.078450,-111.595998,31.788801
8.39000000,USFS,0000,WFDSS; GPS ground,2012,N,AR-OUF,Deer Creek,GNW0,2012/03/12,,,2012/03/12,0.000003,0.008280,-93.539212,34.643949
4739.75000000,USFS,2037,IR heat perimeter,2012,N,MT-BRF,Cougar,005548,2012/10/11,,,2012/10/12,0.002219,0.729659,-114.565157,45.794638
2968.47000000,USFS,2037,IR heat perimeter,2012,N,MT-BRF,Green Mountain,005529,2012/10/11,,,2012/10/12,0.001391,0.585962,-114.667603,45.826029
1764.50000000,USFS,2037,IR heat perimeter,2012,N,MT-BRF,Indian Ridge,005516,2012/10/11,,,2012/10/12,0.000826,0.323108,-114.741935,45.796904
1090.32000000,USFS,2037,IR heat perimeter,2012,N,MT-BRF,Watchtower Lake,005530,2012/10/11,,,2012/10/12,0.000511,0.277503,-114.507751,45.866704
15812.71000000,USFS,2004,IR heat perimeter,2012,N,ID-PAF,Wesley,G70E,2012/10/11,,3243,2012/10/12,0.007325,1.105580,-116.494569,45.132849
89.69000000,BLM,0000,GPS,2012,N,MT-MCD,Woody,G33R,2012/07/29,,,2012/11/16,0.000043,0.035838,-106.788221,47.558778
1349.64000000,BLM,0000,GPS,2012,N,MT-MCD,Alkali,G2CU,2012/07/14,,,2012/11/16,0.000633,0.174657,-104.919603,45.910289
8011.68000000,NPS,0000,,2012,N,FL-BCP,Deep Lake,GNU3,2012/03/12,,2781,2012/03/12,0.002926,0.286456,-81.286003,26.024665
6.08000000,USFS,1400,WFDSS; GPS ground,2012,N,CA-ANF,Steele,GN2E,2012/03/12,,2785,2012/03/20,0.000002,0.011975,-118.336221,34.548623
160741.86000000,BLM,1630,,2012,N,OR-BUD,Miller Homestead,G1G1,2012/07/17,,3003,2012/07/18,0.071697,1.770401,-119.047054,42.894300
7.44000000,USFS,1200,WFDSS; GPS ground,2012,N,AR-OUF,Brushy Sets,GN2H,2012/03/21,,,2012/03/22,0.000003,0.015371,-93.809081,34.677440
448.32000000,USFS,1300,WFDSS; GPS ground,2012,N,AZ-CNF,Shamrock,GN9X,2012/03/21,,,2012/03/22,0.000172,0.071011,-110.451213,31.463420
13.76000000,USFS,0000,WFDSS; GPS ground; no entry in FireCode,2012,N,AL-ALF,Tankersly,120103,2012/03/23,,,2012/03/23,0.000005,0.012381,-87.175776,34.335440
1981.80000000,BIA,1400,WFDSS; GPS ground,2012,N,AZ-SCA,Hooker,GN8N,2012/03/22,,,2012/03/23,0.000776,0.165918,-109.957988,33.282697
159.87000000,USFS,2000,WFDSS; GPS ground,2012,N,AZ-CNF,Blind,GNG7,2012/03/23,,,2012/03/26,0.000062,0.038547,-109.279470,31.680138
3372.15000000,BIA,2147,IR heat perimeter,2012,N,SD-RBA,Longhorn Complex,G2XB,2012/07/25,Little Crazy Horse,3030,2012/07/27,0.001510,0.209940,-100.994876,43.128956
2479.22000000,USFS,2225,IR heat perimeter,2012,N,MT-BRF,Chrandal Creek,G1SD,2012/07/25,,2997,2012/07/26,0.001156,0.370334,-114.225926,45.558918
5.28000000,USFS,1200,WFDSS; GPS ground; no entry in FireCode,2012,N,AL-ALF,Jake,120602,2012/03/26,,,2012/03/27,0.000002,0.006228,-85.839737,33.446832
3215.51000000,Local agency,2230,,2012,N,CO-JEX,Lower North Fork,GP8W,2012/03/29,,2809,2012/03/30,0.001363,0.346892,-105.194760,39.450270
4181.77000000,Local agency,2334,IR heat perimeter,2012,N,CO-JEX,Lower North Fork,GP8W,2012/03/29,,2809,2012/03/30,0.001772,0.233235,-105.192259,39.452971
22.22000000,USFS,1200,WFDSS; GPS ground,2012,N,AZ-CNF,Skeleton,GQL3,2012/03/30,,,2012/04/02,0.000009,0.016671,-109.073223,31.512790
3055.15000000,Local Agency,0700,,2012,N,CO-JEX,Lower North Fork,GP8W,2012/03/29,,2809,2012/04/02,0.001294,0.336090,-105.194261,39.450216
3217.50000000,Local agency,2230,,2012,N,CO-JEX,Lower North Fork,GP8W,2012/03/30,,2809,2012/04/02,0.001364,0.358839,-105.194851,39.450292
22787.33000000,State Agency,0800,,2012,N,WA-SES,Taylor Bridge,G53E,2012/08/16,,3152,2012/08/17,0.010935,0.900800,-120.702505,47.134406
3.15000000,State Agency,0200,,2012,N,CA-MVU,Vallecito Lightning Complex,G51T,2012/08/15,Cooper,,2012/08/15,0.000001,0.004645,-116.659763,33.413905
545.73000000,USFS,1800,WFDSS; GPS ground,2012,N,SD-BKF,Apple,GQJ6,2012/03/29,,2806,2012/04/02,0.000246,0.086012,-103.537071,43.654840
5757.41000000,State Agency,2302,IR heat perimeter,2012,N,NE-NES,Region 24 Complex,G3HX,2012/07/26,Wentworth,3042,2012/07/27,0.002564,0.522148,-99.574074,42.766767
60193.00000000,State Agency,2302,IR heat perimeter,2012,N,NE-NES,Region 24 Complex,G3HX,2012/07/26,Fair Field Creek,3042,2012/07/27,0.026818,1.853691,-100.069504,42.793277
0.56000000,USFS,1323,FIMT,2012,N,CA-KNF,Fort Complex,G5F7,2012/08/09,Fruit,3117,2012/08/10,0.000000,0.001949,-123.247755,41.961025
27944.68000000,USFS,2346,FIMT,2012,N,CA-PNF,Chips,G32E,2012/08/11,,3052,2012/08/12,0.011941,1.036507,-121.270426,40.060102
