id,date,published,title,url,image,source,priority,text,category,latitude,longitude
2635,"May 14, 2013",1,Hurricane Sandy&#039;s Immense Energy Shook the U.S.,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNGvo0-tueh8a6JhBa7CShsgq7TMTA&url=http://www.climatecentral.org/news/hurricane-sandys-intense-energy-shook-the-u.s.-15942,,Climate Central,,"Sandy, the superstorm that all but submerged New York, was powerful enough to set U.S. earthquake detectors quivering long before it hit the American coastline. It stirred up Atlantic Ocean waves that slammed into each other, started to shake the sea...",weather,40.7142691,-74.0059729
2656,"May 14, 2013",0,What's Our Long Term Forecast? Urge Your TV Meteorologist to Connect ...,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNGU-1Y9mYWsO-qFvumCXOQ7iekxqg&url=http://www.newswise.com/articles/what-s-our-long-term-forecast-urge-your-tv-meteorologist-to-connect-climate-change-and-extreme-weather-at-50yearforecast-org,,Newswise (press release),,"At 50yearforecast.org, environmentally conscious Americans can easily search for their local TV meteorologists and send them an email urging them to connect the dots between climate change and the rise in extreme weather. As climate change and our...",weather,39.76,-98.5
2662,"May 14, 2013",1,Climate Experts Working To Track Emission Levels Of World's Largest Cities,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNEhmz1D0B0mJ-G60lUH5HWNR-zLbw&url=http://www.redorbit.com/news/science/1112844419/carbon-footprint-of-major-metropolises-to-be-tracked-051313/,//nt3.ggpht.com/news/tbn/D9AGrAAXRRJM-M/6.jpg,RedOrbit,,"Scientists from across the globe are joining forces to track the carbon footprints of some of the world&#39;s largest cities, hoping to determine whether or not emissions standards in various regions are being met. According to Associated Press (AP...",humans,34.0522342,-118.2436849
2667,"May 14, 2013",1,Vikings see the light with design of new stadium,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNFjfUWrkNsU7YSPxqPtQjEmwvT6Vg&url=http://www.usnews.com/news/sports/articles/2013/05/13/vikings-see-the-light-with-design-of-new-stadium,//nt1.ggpht.com/news/tbn/YQJXjbsFJ8iqwM/6.jpg,U.S. News & World Report,,"From the look of the new 65,000-seat building, though, they&#39;ll feel a little like they&#39;re playing in the elements, albeit with a controlled climate and protection from the rain, wind and snow. &quot;It&#39;s a beautiful building,&quot; center John Sullivan said...",weather,37.7749295,-122.4194155
2668,"May 14, 2013",1,Obama Might Actually Be the Environmental President,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNFLaOXvWfMwbG5SxIAHhcQR8wZJjw&url=http://nymag.com/news/features/obama-climate-change-2013-5/,//nt1.ggpht.com/news/tbn/cRTW4GNCGPLcxM/6.jpg,New York Magazine,,"Courtesy of David Benjamin Sherry, OHWOW Gallery, Los Angeles, and Salon 94 Gallery, New York (Winter Storm in Zion Canyon, Zion, Utah, 2013). All photographs are currently on view at OHWOW...",weather,40.7142691,-74.0059729
2675,"May 14, 2013",1,Best of Business Journal: Growers and water; Ski resorts and climate change ...,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNHoP3AqYrFLEYlLLPJ0-cbc1zzW9A&url=http://www.bizjournals.com/sacramento/news/2013/05/06/best-growers-water-ski-resorts-gencorp.html,,Sacramento Business Journal,,"In “Growers: How can we keep our water?” Christopher Arns reports that storms drenched California in November and December, raising hopes for a record wet season. But after a string of dry months, the state&#39;s $43 billion agricultural industry is now...",oceans,38.5815719,-121.4943996
1007,05/12/2013 16:00,1,New Forecasts Track Sea Level Rise,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNEpiWEG7sM0Z7g_89RgbKVM9EinVA&url=http://www.mvgazette.com/news/2013/05/09/new-forecasts-track-sea-level-rise,//nt2.ggpht.com/news/tbn/hrlw_YNkszvGmM/6.jpg,Martha&#039;s Vineyard Gazette,,"From the Chappaquiddick Point to the cranberry bogs in Aquinnah, new forecasts show that no part of the Island will be immune from the impacts of sea level rise. New maps showing a drastically different Island coastline are part of the Vineyard...",oceans,41.4167799,-70.616139
2634,"May 14, 2013",1,Hurricane Sandy&#039;s Untold Filthy Legacy: Sewage,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNEp1yE45CFMZk4ODlBVCeVnJkr6Sg&url=http://www.climatecentral.org/news/11-billion-gallons-of-sewage-overflow-from-hurricane-sandy-15924,//nt2.ggpht.com/news/tbn/llz9vnmvjpecWM/6.jpg,Climate Central,,"In March 2012, Climate Central&amp;amp;#39;s comprehensive analysis of sea level rise, Surging Seas, reported that for more than two-thirds of the U.S. coastal locations analyzed, global warming has more than doubled the odds of a one in hundred year storm surge...",weather,40.57204452998146,-111.86056137084961
2637,"May 14, 2013",1,Climate change expected to impact Maine&#039;s forests,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNGj0kQjXs2ny7V7HrbJx0QX2AJIAw&url=http://www.kjonline.com/news/Climate-change-expected-to-impact-Maines-forests.html,//nt1.ggpht.com/news/tbn/KSBnHhO9X8wCzM/6.jpg,Kennebec Journal,,"Unless people dramatically cut the amount of carbon dioxide they&amp;amp;#39;re putting into the air and water through industry, farming, landfills and fossil fuel consumption, Maine&amp;amp;#39;s largest manufacturing industry will be damaged in ways scientists can only...",general,44.4091601,-69.7672644
2654,"May 14, 2013",1,UN warns Great Barrier Reef under threat,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNEv_wG0uvWYLNhZeAKCil3TOuXiVw&url=http://www.cpa.org.au/guardian/2013/1593/05-un-warns-great-barrier-reef.html,//nt2.ggpht.com/news/tbn/unvx_ZeKsI1sAM/6.jpg,The Guardian (Australia),,"Greenhouse gases present in the atmosphere are altering the climate, and causing – among other things – warming and acidification of the ocean, which in turn is damaging the Great Barrier Reef. As Colin Hunt, University of Queensland lecturer in...",environment,-17.987223417554326,146.76979064941406
2661,"May 14, 2013",1,"Nancy's Almanac, May 14, 2013: Drought tendency could intensify",http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNE5gyIPJQ6aA_uIBQ5305jQ8_Tpag&url=http://www.omaha.com/article/20130514/NEWS/705149937/1694,,Omaha World-Herald,,"These set up conditions for drought, and they are developing a tendency to form in areas that contribute to drought in Nebraska, said Heidi Cullen, chief climatologist for Climate Central, a nonprofit climate/journalism center. • More frequent and...",oceans,41.2586096,-95.937792
1004,05/12/2013 12:00,0,Hurricane Sandy&#039;s Untold Filthy Legacy: Sewage,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNEp1yE45CFMZk4ODlBVCeVnJkr6Sg&url=http://www.climatecentral.org/news/11-billion-gallons-of-sewage-overflow-from-hurricane-sandy-15924,//nt2.ggpht.com/news/tbn/llz9vnmvjpecWM/6.jpg,Climate Central,,"In March 2012, Climate Central&amp;amp;#39;s comprehensive analysis of sea level rise, Surging Seas, reported that for more than two-thirds of the U.S. coastal locations analyzed, global warming has more than doubled the odds of a one in hundred year storm surge...",weather,40.57204452998146,-111.86056137084961
1012,05/12/2013 16:00,1,Climate change expected to impact Maine&#039;s forests,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNGj0kQjXs2ny7V7HrbJx0QX2AJIAw&url=http://www.kjonline.com/news/Climate-change-expected-to-impact-Maines-forests.html,//nt1.ggpht.com/news/tbn/KSBnHhO9X8wCzM/6.jpg,Kennebec Journal,,"Unless people dramatically cut the amount of carbon dioxide they&amp;amp;#39;re putting into the air and water through industry, farming, landfills and fossil fuel consumption, Maine&amp;amp;#39;s largest manufacturing industry will be damaged in ways scientists can only...",general,44.4091601,-69.7672644
1013,05/13/2013 13:00,1,Climate Tipping Point? Concentration of Carbon Dioxide Tops 400 ppm for First ...,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNEOR6kLvmOv0tZh86-6TVzIFQVt1g&url=http://www.democracynow.org/2013/5/13/climate_tipping_point_concentration_of_carbon,,Democracy Now,,"They said, quote, &quot;In a world constrained by the realities of climate change, the proper measure of any project&#39;s climate impact should not be based on the assumptions inherent in a business as usual scenario that guarantees climate disaster....",general,40.714353,-74.005973
2651,"May 14, 2013",0,98 percent of displacements caused by climate events,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNF60TwswucK___0D4OCn7peCoMs6w&url=http://www.irinnews.org/Report/98029/98-percent-of-displacements-caused-by-climate-events,//nt3.ggpht.com/news/tbn/uzT-DHeYCKA6gM/6.jpg,IRINnews.org,,"The numbers make a strong case for dealing with loss and damage, a term referring to the damage experienced by developing countries as a result of climate change, at the UN Framework Convention on Climate Change (UNFCCC) talks in 2014. Singh says...",environment,39.76,-98.5
2653,"May 14, 2013",1,Is Zim Prepared for Climate Disasters?,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNHo20DmIfb8vsGLq4T3duyNV-cLWw&url=http://allafrica.com/stories/201305131016.html,,AllAfrica.com,,"How well prepared is Zimbabwe in handling climate-related disasters? How strong and reliable are the country&#39;s early warning systems, if they exist at all, in mitigating damage from similar disasters? How seriously is disaster risk management...",environment,47.3068774,-92.603244
2659,"May 14, 2013",1,"In Parched Southwest, Anxious Wait for Summer Rains",http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNF22lSJSLzd6HdxzJTlcHPzuKq-Xw&url=http://www.climatecentral.org/news/in-drought-stricken-southwest-anxious-wait-for-summer-monsoon-15971,,Climate Central,,"On the thirsty rangelands of Arizona and New Mexico, which have been mired in an on-again, off-again drought since 1999, ranchers and water managers are hoping for an unusually wet summer monsoon season that will help make up for this winter&#39;s...",oceans,34.5003439,-106.0008454
1008,05/12/2013 12:00,1,"Washington, DC under water: what sea level rise looks like",http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNHxxxUXAyATjCg6how5tlBy95P3lw&url=http://www.washingtonpost.com/blogs/capital-weather-gang/wp/2013/04/24/washington-d-c-under-water-what-sea-level-rise-inundation-looks-like/,,Washington Post (blog),,"The longer term concern is that if warming causes the collapse of the Greenland and/or Antarctic ice sheets, seas could rise tens of feet, although it is thought a rise of that magnitude would take hundreds of years. Nickolay Lamm, a 24-year-old...",oceans,38.8951118,-77.0363658
2647,"May 14, 2013",1,State Department's Keystone Analysis Ignores True Climate Impact: Report,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNHFufKl8jA-75wUXAYvi_HRslgkcQ&url=http://www.huffingtonpost.com/2013/04/16/state-department-keystone-report_n_3092865.html,//nt1.ggpht.com/news/tbn/MZgZ9vj9WzKLIM/6.jpg,Huffington Post,,"WASHINGTON -- The State Department has drastically underestimated the damage the Keystone XL pipeline will do to the global climate, according to new research released Tuesday. The report, authored by a coalition of environmental groups, uses...",general,28.1558467,-82.6212093
1003,05/12/2013 16:00,1,Hawaii could be hit by more hurricanes as climate changes,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNFjCOdxu77EdR3NWpNwVQ7qUiYxNA&url=http://grist.org/news/hurricanes-set-to-unleash-fury-in-hawaii-as-climate-changes/,//nt3.ggpht.com/news/tbn/lxUwWugOlffaNM/6.jpg,Grist,,"Despite living on a mere smattering of volcanic rocks in the middle of the vast Pacific Ocean, Hawaiians haven&amp;amp;#39;t needed to worry too much about hurricanes. Just two such storms have hit the state in the past 30 years. But as the climate is changing, so...",weather,3.51342104564004,-132.1875
2652,"May 14, 2013",1,"One-third of animal species will be hit by climate change, scientists warn",http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNFHmH4OmafPzJyAanYHf4fCN6N2LQ&url=http://www.guardian.co.uk/environment/2013/may/13/animals-species-climate-change,//nt3.ggpht.com/news/tbn/u8FbMqf4WM8fRM/6.jpg,The Guardian,,"But the damage would be greatly reduced if emissions were scaled down in time, the study shows. Losses are reduced by 60% if global warming is cut to 2% above preindustrial levels, with emissions peaking in 2016 and then being reduced by 5% a year.",environment,37.768193,-76.4463384
2656,"May 14, 2013",1,"Polar bears, penguins… and now surfers, the latest victims of climate change",http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNHexrck9EyBoxZhZvg4adpN9lBC5A&url=http://qz.com/83022/surfers-face-wipeout-from-climate-change/,,Quartz,,That&#39;s because the scientists also predict that climate change will cause waves to change direction as they approach coastlines. That could cause severe erosion of some beaches and alter the surf breaks that shape waves as they hit the coast. Other...,oceans,45.1685788,-88.9901102
2670,"May 14, 2013",1,Studying Effects of Weather and Climate on Cattle - Times-News,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNFuG8e_NBVkEiQGUenhjBHVZsWYLw&url=http://magicvalley.com/business/agriculture/studying-effects-of-weather-and-climate-on-cattle/article_9f4f3c7e-bab2-11e2-a4d8-0019bb2963f4.html,,Twin Falls Times-News,,WASHINGTON • The U.S. Department of Agriculture awarded $19.5 million to support research education and Extension activities associated with climate solutions in agriculture aimed at the impacts of climate variability and change on dairy and beef cattle.,humans,42.5629668,-114.4608711
1001,05/12/2013 16:00,1,"Hawaii At Growing Risk Of Hurricanes, Studies Show",http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNGckRynbxZsOyxak3bdQEOEeudW3w&url=http://www.climatecentral.org/news/hawaii-at-risk-for-more-hurricanes-studies-show-15966,,Climate Central,,"The new study, published in the journal Nature Climate Change, found that environmental conditions will become more favorable for tropical cyclones in and around the Hawaiian islands by 2075-2099. That&amp;amp;#39;s due, in part, to a northwestward shift in the...",weather,20.7502778,-156.5002778
1011,05/12/2013 18:00,1,Climate change forum in Basking Ridge will focus on the local impact,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNEiCgZMee417lf6j2dDer7pMPoGsA&url=http://www.nj.com/morris/index.ssf/2013/05/public_forum_in_basking_ridge.html,,NJ.com,,"&quot;Clearer information and a more complete message about the broad impact of ongoing climate change phenomena is needed if we expect ourselves to bounce back from intensifying natural disasters,&quot; the groups said in the news release. &quot;The need is critical...",general,40.7062122,-74.5493233
1005,05/12/2013 12:00,0,Hurricane Sandy&#039;s Immense Energy Shook the U.S.,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNGvo0-tueh8a6JhBa7CShsgq7TMTA&url=http://www.climatecentral.org/news/hurricane-sandys-intense-energy-shook-the-u.s.-15942,,Climate Central,,"Sandy, the superstorm that all but submerged New York, was powerful enough to set U.S. earthquake detectors quivering long before it hit the American coastline. It stirred up Atlantic Ocean waves that slammed into each other, started to shake the sea...",weather,40.7142691,-74.0059729
1006,05/12/2013 17:00,1,Fresh Analysis of the Pace of Warming and Sea-Level Rise,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNG-QGttKLYKQHJ7bSWkZjxsRgmWtQ&url=http://dotearth.blogs.nytimes.com/2013/05/09/fresh-analysis-of-the-pace-of-warming-and-sea-level-rise/,,New York Times (blog),,"The flow of Greenland&#39;s glaciers toward the sea may have increased significantly in the past decade, but a new report in Nature finds that rate of increase is unlikely to continue. &ldquo;The loss of ice has doubled in the past 10 years, but it&#39;s not going...",oceans,40.7142691,-74.0059729
1009,05/12/2013 12:00,0,Sea Level Rise On South Carolina Shore Is Becoming More Evident,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNEJFkveZyq0NZ5zjEfzm_EP3IQvgQ&url=http://www.huffingtonpost.com/huff-wires/20130429/us-sc-sea-level-rise/?utm_hp_ref%3Dhomepage%26ir%3Dhomepage,//nt1.ggpht.com/news/tbn/1X2ve9gVRr_kLM/6.jpg,Huffington Post,,"GEORGETOWN, S.C. -- Living in a coastal town or city with seawalls and docks on the waterfront, it can be difficult to notice the sea level rise by increments each year. But effects of higher sea level are very clear down a winding dirt road in...",oceans,34.0007104,-81.0348144
2636,"May 14, 2013",1,Branson: Space tourism will have only minor impact on climate change,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNEVi7M2rtEGVYlDf-_h6OTxd-0j_w&url=http://www.eturbonews.com/34908/branson-space-tourism-will-have-only-minor-impact-climate-change,//nt0.ggpht.com/news/tbn/SORiMgHVgvOpcM/6.jpg,eTurboNews,,"British billionaire Richard Branson says rocket-powered space tourism flights by his firm Virgin Galactic would have only a minor impact on climate change. More than 500 people have already reserved seats - and paid deposits on the $US200,000 ($A200...",general,36.6436731,-93.2185144
2648,"May 14, 2013",1,World Bank Approves Funds to Support Zambia's Climate Resilience and ...,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNFLh1jLuYC7MENGtazb9zDAMwPIMQ&url=http://www.worldbank.org/en/news/press-release/2013/05/09/world-bank-approves-funds-to-support-zambia-climate-resilience-and-adaptation,,World Bank Group,,"WASHINGTON, May 9, 2013 - The World Bank&#39;s Board of Executive Directors today approved a US$31 million grant and a US$5 million loan from the Pilot Program for Climate Resilience (PPCR) of the Strategic Climate Fund to support the Government of...",environment,38.8990006,-77.0421992
2654,"May 14, 2013",0,Looking for Climate Change Believers? Start in America,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNGu6WCunBG0C6AMzzn_SOs2ncSgDg&url=http://www.takepart.com/article/2013/05/06/extreme-weather-global-warming-us-public-opinion,//nt2.ggpht.com/news/tbn/jpitEKVyOTu_QM/6.jpg,TakePart,,"In Extreme Weather and Climate Change in the American Mind, the Yale Project on Climate Change Communication concludes that for the first time a clear majority of Americans—six out of 10—believe that “global warming is affecting weather in the United...",weather,39.76,-98.5
2663,"May 14, 2013",1,Denver's Colorado Climate Festival talks about what the city can do,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNHev-3oIexoD0fI1vuw3Vno0_Fneg&url=http://www.denverpost.com/breakingnews/ci_23224222/denvers-colorado-climate-festival-talks-about-what-city,,Denver Post,,"The city is part of the U.S. Mayors Climate Protection Agreement, whose 12 goals include helping to educate the public, reducing emissions and increasing the use of clean energy. &quot;Denver&#39;s a leader, but it doesn&#39;t do us any good if the other cities don...",humans,39.7391536,-104.9847034
2671,"May 14, 2013",1,Using ICT tools to cut carbon emissions and improve agriculture,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNHAEeHvw3j-sV8JwBXANUp8EImmlQ&url=http://www.guardian.co.uk/global-development-professionals-network/2013/may/09/climate-change-carbon-emissions-greenhouse-gases,//nt0.ggpht.com/news/tbn/sOwyiu6XVZY55M/6.jpg,The Guardian,,"&#39;Climate-smart&#39; methods of agriculture, such as conservation agriculture, agroforestry and others already exist. The challenge is that not all farmers know about them, there is no single prescription, and traditional practices can often die hard...",humans,37.6922361,-97.3375448
2670,"May 14, 2013",1,More on a Sensitive Climate Question,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNEJNM5yXPjJKYwDnppH8gzBj3qOpA&url=http://dotearth.blogs.nytimes.com/2013/05/13/more-on-a-sensitive-climate-question/,,New York Times (blog),,Justin Gillis&#39;s latest “By Degrees” report is focused on the recent flurry of findings and discussion related to one of the most important and enduring questions in climate science: How much warming will result from a given buildup of heat-trapping...,general,40.7142691,-74.0059729
2672,"May 14, 2013",0,CLIMATE CHANGE: Carbon-storing trees have economic benefits,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNH4htRd_rTd07TxXzVKcoFjS1dlbw&url=http://blog.pe.com/environment/2013/05/09/3094/,//nt2.ggpht.com/news/tbn/3szQqtFk3hkBmM/6.jpg,Press-Enterprise (blog),,So it&#39;s timely that the U.S. Forest Service recently released a study on the benefits of trees in storing carbon in their trunks. Trees capture carbon dioxide – the primary greenhouse gas emission contributing to climate change – release oxygen and...,environment,39.76,-98.5
6,01/08/13 2:03 pm,1,"A new way to study permafrost soil, above and below ground",http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNEmzQHnwCfg0AX4D1Rj_1DK8FyTrA&url=http://environmentalresearchweb.org/cws/article/yournews/51964,,environmentalresearchweb,,Berkeley Lab research could lead to a better understanding of the Arctic ecosystem&amp;#39;s impact on the planet&amp;#39;s climate. What does pulling a radar-equipped sled across the Arctic tundra have to do with improving our understanding of climate change? It&amp;#39;s...,environment,68.11646,-145.57325
22,01/08/13 3:00 pm,1,Temperatures to rise by six degrees in Arab countries,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNHF_Ah_azU2ND-l9PopinvSxqbFpg&url=http://www.guardian.co.uk/environment/2013/jan/08/middle-east-temperature-rise-climate,//nt0.ggpht.com/news/tbn/-FFzHKi9QiJhUM/6.jpg,The Guardian,,"With demand for water forecast to increase by 60% over the next 30 years, due to population growth and changing ways of life, the World Bank fears there is a high risk of shortages and conflict. Measures to adapt to climate change are still limited...",environment,37.6636103,-107.5403366
63,01/09/13 5:00 pm,1,"Green news roundup: Wildfires, lions and US climate",http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNH2s-csvasRNy0NPEfwtkrq6F_XGw&url=http://www.guardian.co.uk/environment/2013/jan/09/1,,The Guardian,,"Green news roundup: Wildfires, lions and US climate...",environment,37.6636103,-107.5403366
37,01/09/13 2:01 am,1,Links Between Climate Change and Drought Not as Cut and Dried,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNHjEyH9SBtiwWNNvH12JiFkAn89pw&url=http://planetsave.com/2013/01/07/links-between-climate-change-and-drought-not-as-cut-and-dried/,//nt1.ggpht.com/news/tbn/-UsPmMhdO5sFlM/6.jpg,PlanetSave.com,,"The natural conclusion is that as global warming gets worse so too will the droughts. We&amp;#39;ve even had evidence of it, right? Droughts in Australia, the US, and horribly dry conditions throughout Europe. However, new research from Princeton University...",oceans,40.3428452,-74.6568153
38,01/09/13 2:01 am,1,2012 was warmest year in US history,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNE5y3itnN8bKlQdx8qlZvllK8Y_DQ&url=http://www.usatoday.com/story/weather/2013/01/08/record-warm-year-2012/1817841/,//nt2.ggpht.com/news/tbn/3px6KChGI8mvuM/6.jpg,USA TODAY,,"The large area of dry conditions in 2012 resulted in a very large footprint of drought conditions, which peaked in July with about 61% of the continental U.S. in moderate-to-exceptional drought, according to the climate report. &amp;quot;The footprint of...",oceans,41.850033,-87.6500523
39,01/09/13 2:01 am,1,Drought as Disaster,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNFSIb278luuoAaVmrW7Iut4YRcoRw&url=http://www.esrl.noaa.gov/news/drought2013.html,,NOAA,,"21 with the U.S. Department of Agriculture that includes commitments to: improved weather and climate forecasts, including those for the onset, duration and severity of drought over seasons to years; improved sharing of data and expertise, including...",oceans,39.76,-98.5
